date_time_index,Date,Time,BidOpen,BidHigh,BidLow,BidClose,AskOpen,AskHigh,AskLow,AskClose,date_time_index,filled_timebin,price,ma7,ma21,26ema,12ema,MACD,20sd,upper_band,lower_band,ema,momentum
2016-12-29 15:30:00,12/29/2016,15:30,96.25,96.27,96.24,96.27,96.26,96.28,96.25,96.28,2016-12-29 15:30:00,False,96.27,96.86489795918368,96.27700680272108,96.57385550278649,96.7304943045523,0.15663880176580847,1.0020514697339316,98.28110974218893,94.27290386325322,96.26398801919883,89.27
2016-12-30 09:30:00,12/30/2016,09:30,96.32,96.39,96.32,96.38,96.48,96.48,96.39,96.42,2016-12-30 09:30:00,False,96.38,96.85020408163265,96.29353741496595,96.57121828594622,96.72199685818465,0.15077857223843694,0.9806551179857776,98.2548476509375,94.3322271789944,96.34132933973295,89.38
2016-12-30 10:30:00,12/30/2016,10:30,96.18,96.21,96.17,96.21,96.19,96.21,96.18,96.21,2016-12-30 10:30:00,False,96.21,96.83163265306122,96.30789115646255,96.56631737042562,96.70959278114917,0.14327541072354677,0.9597244594292506,98.22734007532105,94.38844223760404,96.25377644657765,89.21
2016-12-30 11:30:00,12/30/2016,11:30,96.29,96.34,96.29,96.34,96.3,96.35,96.3,96.35,2016-12-30 11:30:00,False,96.34,96.81428571428573,96.32265306122446,96.56325483669823,96.70064494864734,0.13739011194910233,0.9382715598594877,98.19919618094343,94.44610994150548,96.31125881552589,89.34
2016-12-30 12:30:00,12/30/2016,12:30,96.25,96.25,96.25,96.25,96.26,96.26,96.26,96.26,2016-12-30 12:30:00,False,96.25,96.79469387755103,96.33653061224487,96.559026868157,96.68974226506548,0.1307153969084709,0.9123972692738972,98.16132515079266,94.51173607369708,96.27041960517529,89.25
2016-12-30 13:30:00,12/30/2016,12:30,96.25,96.25,96.25,96.25,96.26,96.26,96.26,96.26,2016-12-30 12:30:00,True,96.25,96.7761224489796,96.3521088435374,96.55486664725697,96.67911041628429,0.12424376902731638,0.8823781603614658,98.11686516426033,94.58735252281446,96.25680653505843,89.25
2016-12-30 14:30:00,12/30/2016,14:30,96.01,96.01,95.98,95.98,96.01,96.01,95.99,95.99,2016-12-30 14:30:00,False,95.98,96.75204081632654,96.36605442176868,96.5471471604761,96.66221865231621,0.11507149184011212,0.8529314543244371,98.07191733041755,94.66019151311981,96.07226884501948,88.98
2016-12-30 15:30:00,12/30/2016,15:30,96.06,96.07,96.05,96.06,96.07,96.08,96.06,96.07,2016-12-30 15:30:00,False,96.06,96.7314285714286,96.38122448979588,96.54062190691208,96.64767716330452,0.10705525639244229,0.8236715580619332,98.02856760591975,94.73388137367202,96.0640896150065,89.06
2017-01-02 09:30:00,12/30/2016,15:30,96.06,96.07,96.05,96.06,96.07,96.08,96.06,96.07,2016-12-30 15:30:00,True,96.06,96.7144897959184,96.39544217687072,96.53419989385274,96.63349555244103,0.09929565858828937,0.8027362763018144,98.00091472947435,94.78996962426709,96.06136320500217,89.06
2017-01-02 10:30:00,12/30/2016,15:30,96.06,96.07,96.05,96.06,96.07,96.08,96.06,96.07,2016-12-30 15:30:00,True,96.06,96.69673469387757,96.40925170068023,96.5278790690329,96.61966449642082,0.09178542738791862,0.7844018413513342,97.9780553833829,94.84044801797756,96.0604544016674,89.06
2017-01-02 11:30:00,12/30/2016,15:30,96.06,96.07,96.05,96.06,96.07,96.08,96.06,96.07,2016-12-30 15:30:00,True,96.06,96.68244897959187,96.42292517006798,96.52165743232493,96.60617493332572,0.08451750100078925,0.7652605404426196,97.95344625095322,94.89240408918275,96.06015146722247,89.06
2017-01-02 12:30:00,12/30/2016,15:30,96.06,96.07,96.05,96.06,96.07,96.08,96.06,96.07,2016-12-30 15:30:00,True,96.06,96.66734693877554,96.43789115646254,96.51553303409275,96.59301805436006,0.07748502026730364,0.7433685448164031,97.92462824609535,94.95115406682973,96.06005048907416,89.06
